,u,week,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
coefficients,0.9,3,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.0,0.1,0.1,0.1,0.0,-0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.0
coefficients,0.9,4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
coefficients,0.9,5,0.0,0.0,0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
coefficients,0.9,6,0.0,0.0,0.1,-0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
coefficients,0.9,7,0.0,0.1,0.0,0.05520330552584451,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.01686125085436599,0.0,0.0,0.1,0.027935443619789592,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.007723283157083024
coefficients,0.9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.013719208113471139,0.0,0.0,0.040670727394284144,0.0,0.0404931933554516,0.009601973964605206,0.0,0.0,0.0,0.0,0.0,0.0,0.008574390539606954
coefficients,0.9,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018391735452751364,0.01994158977914487,0.029141670487311727,0.004153148609405088,0.005712874664939162,0.1,0.0,0.0,0.0,0.1,0.008928504391197167,0.0,0.00583317706701455,0.0,0.0,0.0,0.0,0.007188686480010368
coefficients,0.9,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.070286726244781,0.0,0.04626870929263345,0.05689950630603162,0.1,0.013591971959799469,0.03775767543828565,0.1,0.0,0.0,0.0,0.1,0.041712282481262956,0.0,0.058293275803824415,0.1,0.0,0.0,0.0,0.026243318853655318
coefficients,0.9,11,0.027862573317572654,0.009731951278429806,0.007022411202771613,0.0,0.0,0.0,0.1,0.011289756176106757,0.009485059475562621,0.007993284811043708,0.0482372610943887,0.009283696317788871,0.03454888401749185,0.05162261643305972,0.1,0.1,0.011972800463498202,0.02542917126341553,0.1,0.016038960086423616,0.0,0.034495043803163955,0.1,0.1,0.012413497879096425,0.022188782695661064,0.031097127170834533,0.0,0.008727053910285753,0.02056006860340461,0.013442492461023218
coefficients,0.9,12,0.015921978963927618,0.011867382388358518,0.005279573300320841,0.0,0.0,0.0,0.0,0.009953351915022245,0.005897264394923935,0.004233126233433932,0.1,0.005127071372967992,0.1,0.0,0.1,0.1,0.05174589573349326,0.1,0.1,0.033782699317685676,0.0,0.1,0.1,0.0,0.009018399373899979,0.020684054558245804,0.0,0.0,0.008623698285069684,0.017865504162650557,0.007757181156691176
coefficients,0.9,13,0.0030303817168692874,0.0,0.0022954609762811527,0.0,0.0,0.0,0.1,0.0033844125892343595,0.0022845461081756413,0.0015902154051212808,0.1,0.0,0.1,0.1,0.05907569917704155,0.1,0.0,0.008449355691714682,0.1,0.0,0.1,0.1,0.0,0.0,0.003696251874765231,0.01279503496978431,0.0,0.0,0.0033986414910125583,0.1,0.0023419870670171885
