,name,stock,start_time,end_time,days,成交量均值,成交金额均值,上周涨跌幅,涨跌幅均值,股价波动程度,开收盘价方差,未来一周的收益率
0,Hartford Financial Services Gro,HIG,2017-01-02 00:00:00.000000000,2017-01-08 23:59:59.999999999,4,2947150.0,124615559.918499,inf,0.0036648934968674263,0.007444682024269157,0.1845223610715831,-0.002476620492492803
1,Hartford Financial Services Gro,HIG,2017-01-09 00:00:00.000000000,2017-01-15 23:59:59.999999999,5,2068140.0,87668548.15353394,0.014659573987469705,0.0010817916026609952,0.0035658285852937796,0.03365716399442243,-0.0004141398615646172
2,Hartford Financial Services Gro,HIG,2017-01-16 00:00:00.000000000,2017-01-22 23:59:59.999999999,4,3439825.0,146991503.04813385,0.005408958013304976,-0.001184627529127316,0.010981430065913832,0.5395743491446428,0.012834111750293899
3,Hartford Financial Services Gro,HIG,2017-01-23 00:00:00.000000000,2017-01-29 23:59:59.999999999,5,2562320.0,108525818.42269897,-0.004738510116509264,0.005157297585474974,0.010311640465909187,0.2551897318614752,-0.03269985392184383
4,Hartford Financial Services Gro,HIG,2017-01-30 00:00:00.000000000,2017-02-05 23:59:59.999999999,5,3662720.0,154404160.54481506,0.025786487927374868,-0.006658466166540982,0.013388564275584968,0.43121890142686664,0.01119785368191783
5,Hartford Financial Services Gro,HIG,2017-02-06 00:00:00.000000000,2017-02-12 23:59:59.999999999,5,2196940.0,91503442.57789612,-0.033292330832704914,0.0013039057994511376,0.0062686771449953545,0.1528715425215122,0.010447176067295338
6,Hartford Financial Services Gro,HIG,2017-02-13 00:00:00.000000000,2017-02-19 23:59:59.999999999,5,3012700.0,127942751.98860168,0.006519528997255688,0.0012903921901583338,0.004750922811012133,0.07796995730492919,0.00537625221645939
7,Hartford Financial Services Gro,HIG,2017-02-20 00:00:00.000000000,2017-02-26 23:59:59.999999999,4,2110800.0,90305202.3024559,0.006451960950791669,-0.00158395778471067,0.002758797473102794,0.04943289457769857,0.01560176558206339
8,Hartford Financial Services Gro,HIG,2017-02-27 00:00:00.000000000,2017-03-05 23:59:59.999999999,5,2390080.0,103252217.13508606,-0.00633583113884268,0.00183341685820499,0.006733878800107865,0.3284338678056329,0.011597272434125384
9,Hartford Financial Services Gro,HIG,2017-03-06 00:00:00.000000000,2017-03-12 23:59:59.999999999,5,3503840.0,151724661.37519836,0.00916708429102495,0.003812276643825139,0.010266218835464518,0.3216771507073517,-0.01890580185878202
10,Hartford Financial Services Gro,HIG,2017-03-13 00:00:00.000000000,2017-03-19 23:59:59.999999999,5,3294160.0,143008794.6043396,0.019061383219125694,-0.0031476816741746864,0.010581391308402766,0.39940496324560365,-0.029725213635162947
11,Hartford Financial Services Gro,HIG,2017-03-20 00:00:00.000000000,2017-03-26 23:59:59.999999999,5,2847500.0,119753652.3840332,-0.01573840837087343,-0.0038540720095374013,0.007194124865541586,0.3983803224963128,0.015634778425061134
12,Hartford Financial Services Gro,HIG,2017-03-27 00:00:00.000000000,2017-04-02 23:59:59.999999999,5,2480720.0,104353402.05863953,-0.019270360047687007,0.0026132906932813,0.006467094550577651,0.19871897052872248,-0.004992793910338647
13,Hartford Financial Services Gro,HIG,2017-04-03 00:00:00.000000000,2017-04-09 23:59:59.999999999,5,3168680.0,133905538.83544922,0.013066453466406499,-0.0012466290124668298,0.003315736335245735,0.038994103320640745,-0.0020908978017018503
14,Hartford Financial Services Gro,HIG,2017-04-10 00:00:00.000000000,2017-04-16 23:59:59.999999999,4,2726125.0,115187092.17853546,-0.006233145062334149,-0.0018198989727367216,0.0046530283950251185,0.05768472446409386,-0.009427802311835841
15,Hartford Financial Services Gro,HIG,2017-04-17 00:00:00.000000000,2017-04-23 23:59:59.999999999,5,2663620.0,111758351.47331238,-0.007279595890946886,-0.004466470542053923,0.009356653972664952,0.21201571885306283,0.022842479008258983
16,Hartford Financial Services Gro,HIG,2017-04-24 00:00:00.000000000,2017-04-30 23:59:59.999999999,5,4303360.0,181433656.44943237,-0.022332352710269614,0.0042229481750943095,0.008500415946434354,0.16150347725022265,0.023573536300793077
17,Hartford Financial Services Gro,HIG,2017-05-01 00:00:00.000000000,2017-05-07 23:59:59.999999999,5,1972440.0,85257020.04974365,0.02111474087547155,0.003243705205970437,0.0071268864467519755,0.22597362663797332,-0.008485127500803734
18,Hartford Financial Services Gro,HIG,2017-05-08 00:00:00.000000000,2017-05-14 23:59:59.999999999,5,2184680.0,95095270.51376343,0.016218526029852184,-0.0011748412456088137,0.005210362689940659,0.08529477265468455,-0.01344734951712536
19,Hartford Financial Services Gro,HIG,2017-05-15 00:00:00.000000000,2017-05-21 23:59:59.999999999,5,2316040.0,99728499.51759338,-0.005874206228044069,-0.003170731020559579,0.007294364439565859,0.14927441055902543,0.01672864148632294
20,Hartford Financial Services Gro,HIG,2017-05-22 00:00:00.000000000,2017-05-28 23:59:59.999999999,5,1896420.0,82259845.09658813,-0.015853655102797896,0.0017623001683666148,0.006670767104725558,0.23376055318783295,0.013061045815799225
21,Hartford Financial Services Gro,HIG,2017-05-29 00:00:00.000000000,2017-06-04 23:59:59.999999999,4,2012300.0,88225013.21821213,0.008811500841833074,0.0030071316402649623,0.006885247782742727,0.17421925523282944,0.03767121652674965
22,Hartford Financial Services Gro,HIG,2017-06-05 00:00:00.000000000,2017-06-11 23:59:59.999999999,5,2602240.0,115972528.18283081,0.012028526561059849,0.008331598582072847,0.01774484500703383,0.876857970926352,0.017472426575153435
23,Hartford Financial Services Gro,HIG,2017-06-12 00:00:00.000000000,2017-06-18 23:59:59.999999999,5,2545900.0,116890471.08551025,0.04165799291036423,0.005046951829332282,0.008941222879639875,0.19630103265284193,-0.01831707189939698
24,Hartford Financial Services Gro,HIG,2017-06-19 00:00:00.000000000,2017-06-25 23:59:59.999999999,5,1781720.0,81814748.92448425,0.025234759146661408,-0.0038131457376131923,0.008211109855748014,0.2742474687654245,0.021768641280847843
25,Hartford Financial Services Gro,HIG,2017-06-26 00:00:00.000000000,2017-07-02 23:59:59.999999999,5,2726740.0,126621615.7699585,-0.019065728688065962,0.0021145525517441317,0.00625147364811794,0.38590404794256117,0.0030435401982220603
26,Hartford Financial Services Gro,HIG,2017-07-03 00:00:00.000000000,2017-07-09 23:59:59.999999999,4,1604900.0,74871515.07692337,0.010572762758720659,-0.0005204914747528914,0.002185190692107091,0.02536856061639601,0.011947719605098904
27,Hartford Financial Services Gro,HIG,2017-07-10 00:00:00.000000000,2017-07-16 23:59:59.999999999,5,1528020.0,71733997.576828,-0.0020819658990115656,0.0018536109006365095,0.005172556782794322,0.07735587941424811,0.00805847601591362
28,Hartford Financial Services Gro,HIG,2017-07-17 00:00:00.000000000,2017-07-23 23:59:59.999999999,5,1611820.0,76664170.65284729,0.009268054503182547,0.0007838893583203662,0.0026238875198986806,0.061368964756642275,0.019148549273435123
29,Hartford Financial Services Gro,HIG,2017-07-24 00:00:00.000000000,2017-07-30 23:59:59.999999999,5,2979980.0,142011228.74069214,0.003919446791601831,0.004171342021576389,0.013643667176480672,0.5358000625546737,0.02681514134200211
30,Hartford Financial Services Gro,HIG,2017-07-31 00:00:00.000000000,2017-08-06 23:59:59.999999999,5,2299420.0,113223794.82543945,0.020856710107881943,0.0046909276741151215,0.008337718477078822,0.27103321991472584,-0.004441274310979999
31,Hartford Financial Services Gro,HIG,2017-08-07 00:00:00.000000000,2017-08-13 23:59:59.999999999,5,1668180.0,82725042.76473999,0.02345463837057561,0.00025014381036496825,0.0032840560502731095,0.051829161402689464,-0.008565481231355108
32,Hartford Financial Services Gro,HIG,2017-08-14 00:00:00.000000000,2017-08-20 23:59:59.999999999,5,2159320.0,107114958.673172,0.0012507190518248413,-0.0031532305507107985,0.010143831862020345,0.5070958812116751,-0.009539346255189016
33,Hartford Financial Services Gro,HIG,2017-08-21 00:00:00.000000000,2017-08-27 23:59:59.999999999,5,1722520.0,84024552.29171753,-0.015766152753553992,-0.0009044996049244875,0.006203088900096674,0.16601520093294295,-0.01363281195861962
34,Hartford Financial Services Gro,HIG,2017-08-28 00:00:00.000000000,2017-09-03 23:59:59.999999999,5,2086040.0,100467751.23710632,-0.0045224980246224376,-0.0007715889153543063,0.0024350841540494513,0.06918450090897384,-0.016281013372478958
35,Hartford Financial Services Gro,HIG,2017-09-04 00:00:00.000000000,2017-09-10 23:59:59.999999999,4,2822225.0,132091639.93196487,-0.0038579445767715314,0.0013710421551292138,0.012763327944782563,1.2433052269990803,0.010156171256990311
36,Hartford Financial Services Gro,HIG,2017-09-11 00:00:00.000000000,2017-09-17 23:59:59.999999999,5,2622200.0,125199916.61743164,0.005484168620516855,-0.0008527589940046598,0.004607004063886808,0.14709498199131998,0.013777549907220327
37,Hartford Financial Services Gro,HIG,2017-09-18 00:00:00.000000000,2017-09-24 23:59:59.999999999,5,1903600.0,92154970.63110352,-0.004263794970023299,0.002303512666713216,0.008503926844026524,0.41158509137169763,0.017998165999792124
38,Hartford Financial Services Gro,HIG,2017-09-25 00:00:00.000000000,2017-10-01 23:59:59.999999999,5,1582320.0,77391995.234375,0.01151756333356608,0.002743226601468375,0.005038166435902502,0.18449625419900537,0.0034277456043354223
39,Hartford Financial Services Gro,HIG,2017-10-02 00:00:00.000000000,2017-10-08 23:59:59.999999999,5,1985840.0,98084273.58833313,0.013716133007341876,7.195379954878393e-05,0.0018894193666009627,0.03309518324462903,0.0066523299393341515
40,Hartford Financial Services Gro,HIG,2017-10-09 00:00:00.000000000,2017-10-15 23:59:59.999999999,5,1340060.0,66547614.538497925,0.00035976899774391966,0.0014753208302489406,0.0028215545295913356,0.046127928460605205,0.00893011845697031
41,Hartford Financial Services Gro,HIG,2017-10-16 00:00:00.000000000,2017-10-22 23:59:59.999999999,5,1373040.0,68396482.6133728,0.007376604151244703,0.0014621980130963418,0.007494960479404974,0.35977258969443915,-0.022835704968242578
42,Hartford Financial Services Gro,HIG,2017-10-23 00:00:00.000000000,2017-10-29 23:59:59.999999999,5,3129520.0,152426678.0343628,0.007310990065481709,0.004217550042065496,0.010119160901195377,0.5169423716208723,0.011593930957203485
43,Hartford Financial Services Gro,HIG,2017-10-30 00:00:00.000000000,2017-11-05 23:59:59.999999999,5,1751260.0,86237029.70115662,0.021087750210327477,0.002392175439262237,0.006271252763667414,0.10521738322602948,-0.005730487734598755
44,Hartford Financial Services Gro,HIG,2017-11-06 00:00:00.000000000,2017-11-12 23:59:59.999999999,5,1511040.0,74450618.93463135,0.011960877196311186,-0.0013240231676800958,0.00504242932627151,0.20352118367756794,0.011167052766097935
45,Hartford Financial Services Gro,HIG,2017-11-13 00:00:00.000000000,2017-11-19 23:59:59.999999999,5,1903320.0,95062296.05354309,-0.0066201158384004795,0.0016160975202728716,0.006337960447351568,0.3310041780101374,-0.008906258478757154
46,Hartford Financial Services Gro,HIG,2017-11-20 00:00:00.000000000,2017-11-26 23:59:59.999999999,4,1277900.0,63485818.67198944,0.008080487601364358,-0.0009399933822867925,0.003369375841831752,0.030266611210110993,0.03666650498213283
47,Hartford Financial Services Gro,HIG,2017-11-27 00:00:00.000000000,2017-12-03 23:59:59.999999999,5,1802940.0,91796128.43284607,-0.00375997352914717,0.006738814701626952,0.014770482261129193,1.5085757179209254,-0.03935218297958725
48,Hartford Financial Services Gro,HIG,2017-12-04 00:00:00.000000000,2017-12-10 23:59:59.999999999,5,3339880.0,164722159.03450012,0.03369407350813476,-0.004707947359570476,0.0136405588527798,2.3858401497931947,0.01051308178556138
49,Hartford Financial Services Gro,HIG,2017-12-11 00:00:00.000000000,2017-12-17 23:59:59.999999999,5,3098720.0,153890418.6404419,-0.02353973679785238,0.0011909390701338664,0.005646179115716819,0.13354785502691774,-0.003587469237236729
50,Hartford Financial Services Gro,HIG,2017-12-18 00:00:00.000000000,2017-12-24 23:59:59.999999999,5,2593280.0,130009050.64445496,0.005954695350669332,-0.00032349215509257516,0.008852246663941252,0.30267910649591395,0.013141145632579182
51,Hartford Financial Services Gro,HIG,2017-12-25 00:00:00.000000000,2017-12-31 23:59:59.999999999,4,902050.0,45317065.92235565,-0.0016174607754628758,0.001384607528711164,0.004283082788959397,0.23634726255194102,-0.019900520171396263
52,Hartford Financial Services Gro,HIG,2018-01-01 00:00:00.000000000,2018-01-07 23:59:59.999999999,4,1862700.0,91637592.08106995,0.005538430114844656,-0.000497584194917311,0.0044217615535634795,0.31797214960067666,0.0023569213149037247
53,Hartford Financial Services Gro,HIG,2018-01-08 00:00:00.000000000,2018-01-14 23:59:59.999999999,5,1962260.0,96460838.27850342,-0.001990336779669244,0.0018619784802272408,0.00336667827971123,0.04102983605326367,0.012117886376425755
54,Hartford Financial Services Gro,HIG,2018-01-15 00:00:00.000000000,2018-01-21 23:59:59.999999999,4,1976875.0,98676091.00694656,0.009309892401136204,0.003258461454937979,0.007886133793134369,0.2999733235334279,0.0562902286681993
55,Hartford Financial Services Gro,HIG,2018-01-22 00:00:00.000000000,2018-01-28 23:59:59.999999999,5,3065640.0,157761175.7537079,0.013033845819751916,0.010918875766601242,0.022261003596844586,2.5395062001696296,-0.01860943296543819
56,Hartford Financial Services Gro,HIG,2018-01-29 00:00:00.000000000,2018-02-04 23:59:59.999999999,5,2242460.0,117064314.20654297,0.05459437883300621,-0.0014036127917709126,0.0056276257089987606,0.42768447339399385,-0.06947073628957551
57,Hartford Financial Services Gro,HIG,2018-02-05 00:00:00.000000000,2018-02-11 23:59:59.999999999,5,3577600.0,174640568.3694458,-0.007018063958854562,-0.005757491790016583,0.019667094106450636,2.294549743773743,0.0029640186559379933
58,Hartford Financial Services Gro,HIG,2018-02-12 00:00:00.000000000,2018-02-18 23:59:59.999999999,5,2661120.0,128495543.1967926,-0.028787458950082917,0.0023924890714763156,0.007679782411166088,0.4329786002982584,-0.0018470764617689686
59,Hartford Financial Services Gro,HIG,2018-02-19 00:00:00.000000000,2018-02-25 23:59:59.999999999,4,2286900.0,109721618.87674332,0.011962445357381578,0.0010219203776444348,0.006874043686828483,0.1721893409677993,-0.037369663780460416
60,Hartford Financial Services Gro,HIG,2018-02-26 00:00:00.000000000,2018-03-04 23:59:59.999999999,5,2220460.0,104873607.8629303,0.004087681510577739,-0.009098952989158311,0.021244047828346904,2.1485469360310843,0.08421869278348043
61,Hartford Financial Services Gro,HIG,2018-03-05 00:00:00.000000000,2018-03-11 23:59:59.999999999,5,3532260.0,173023089.10514832,-0.045494764945791556,0.008120175731817211,0.015781615864952275,1.9387491346753487,-0.03919483742428082
62,Hartford Financial Services Gro,HIG,2018-03-12 00:00:00.000000000,2018-03-18 23:59:59.999999999,5,2174180.0,105715521.10664368,0.04060087865908606,-0.004601447327539662,0.010686531880914785,0.9472947617992329,-0.06749494045535587
63,Hartford Financial Services Gro,HIG,2018-03-19 00:00:00.000000000,2018-03-25 23:59:59.999999999,5,1939020.0,91189376.65634155,-0.023007236637698308,-0.011824132833239236,0.027488386655191707,2.238067832904265,0.024458085952661
64,Hartford Financial Services Gro,HIG,2018-03-26 00:00:00.000000000,2018-04-01 23:59:59.999999999,4,2392450.0,110532859.49077606,-0.05912066416619618,0.00019424101808720827,0.0050100015283557255,0.18860170011261335,-0.007764021285227127
65,Hartford Financial Services Gro,HIG,2018-04-02 00:00:00.000000000,2018-04-08 23:59:59.999999999,5,2166600.0,99723682.9259491,0.0007769640723488331,0.0026159279425503204,0.013807619294852965,0.8738276338444864,0.010759239590249194
66,Hartford Financial Services Gro,HIG,2018-04-09 00:00:00.000000000,2018-04-15 23:59:59.999999999,5,1568100.0,72678566.28997803,0.013079639712751601,0.001835950247492072,0.006240020514262144,0.3023900936856926,0.006967291349881844
67,Hartford Financial Services Gro,HIG,2018-04-16 00:00:00.000000000,2018-04-22 23:59:59.999999999,5,1758160.0,81926427.1977997,0.00917975123746036,-3.838114569111776e-05,0.002851878006325512,0.037580208548871966,0.04901015162890516
68,Hartford Financial Services Gro,HIG,2018-04-23 00:00:00.000000000,2018-04-29 23:59:59.999999999,5,2465340.0,116232100.70022583,-0.0001919057284555888,0.010084694519607546,0.024665687125626255,2.2382169942162076,-0.033895386009342394
69,Hartford Financial Services Gro,HIG,2018-04-30 00:00:00.000000000,2018-05-06 23:59:59.999999999,5,2346300.0,111330405.09422302,0.050423472598037734,-0.00412333898146889,0.01772018674224895,2.2395080101893616,-0.0032239803636004184
70,Hartford Financial Services Gro,HIG,2018-05-07 00:00:00.000000000,2018-05-13 23:59:59.999999999,5,1435180.0,67781268.22746277,-0.02061669490734445,-0.0002660438566035407,0.0019583664713863137,0.021414753036501893,0.01655270149429392
71,Hartford Financial Services Gro,HIG,2018-05-14 00:00:00.000000000,2018-05-20 23:59:59.999999999,5,2095960.0,99813392.82455444,-0.0013302192830177036,0.003698075438592937,0.007491519091762771,0.19330074818359297,-0.00954530440870858
72,Hartford Financial Services Gro,HIG,2018-05-21 00:00:00.000000000,2018-05-27 23:59:59.999999999,5,1479880.0,70867407.99095154,0.018490377192964685,-0.0025741518333393075,0.006716757383343227,0.1962784218014641,-0.003443297107212671
73,Hartford Financial Services Gro,HIG,2018-05-28 00:00:00.000000000,2018-06-03 23:59:59.999999999,4,2354175.0,110944348.95076752,-0.012870759166696537,0.004280505657036248,0.010721765340647074,0.3776850620411102,0.014669662135842185
74,Hartford Financial Services Gro,HIG,2018-06-04 00:00:00.000000000,2018-06-10 23:59:59.999999999,5,1989480.0,94545699.18647766,0.01712202262814499,0.002240418592390855,0.005941162631905348,0.0963231210084382,0.009387690698640018
75,Hartford Financial Services Gro,HIG,2018-06-11 00:00:00.000000000,2018-06-17 23:59:59.999999999,5,2353660.0,113031044.45640564,0.011202092961954275,0.0034052166871291457,0.006554283068831729,0.12509806626405548,-0.0368302446980001
76,Hartford Financial Services Gro,HIG,2018-06-18 00:00:00.000000000,2018-06-24 23:59:59.999999999,5,2072360.0,97948210.75378418,0.01702608343564573,-0.005228499545292156,0.014498641459157814,0.7802850212308203,-0.01255303195912305
77,Hartford Financial Services Gro,HIG,2018-06-25 00:00:00.000000000,2018-07-01 23:59:59.999999999,5,2341000.0,108100651.68167114,-0.02614249772646078,-0.002051887688837689,0.007718798164580619,0.27814627544801407,0.014081631420104598
78,Hartford Financial Services Gro,HIG,2018-07-02 00:00:00.000000000,2018-07-08 23:59:59.999999999,4,1194875.0,55561556.83431625,-0.010259438444188446,0.0025326704575900274,0.004269556125667913,0.18807916170674807,0.013114706469711303
79,Hartford Financial Services Gro,HIG,2018-07-09 00:00:00.000000000,2018-07-15 23:59:59.999999999,5,1579500.0,75404756.04011536,0.01013068183036011,-0.0028522972997009266,0.007070235033527544,0.3616886227421635,-0.0036168943605044803
80,Hartford Financial Services Gro,HIG,2018-07-16 00:00:00.000000000,2018-07-22 23:59:59.999999999,5,1645820.0,78521854.2312622,-0.014261486498504634,-0.0027510730506900287,0.009499555450620123,0.3936685198914739,-0.007069168122246912
81,Hartford Financial Services Gro,HIG,2018-07-23 00:00:00.000000000,2018-07-29 23:59:59.999999999,5,2701340.0,127545756.77024841,-0.013755365253450143,-0.001716875461990611,0.008621670531047516,0.25870238939370804,0.015201000258434988
82,Hartford Financial Services Gro,HIG,2018-07-30 00:00:00.000000000,2018-08-05 23:59:59.999999999,5,1965960.0,93382477.71530151,-0.008584377309953055,0.0003417677555539769,0.0014176174035141907,0.08580414552748641,-0.020470121112557502
83,Hartford Financial Services Gro,HIG,2018-08-06 00:00:00.000000000,2018-08-12 23:59:59.999999999,5,1478640.0,69855701.2412262,0.0017088387777698844,-0.0038709701248717393,0.008868791714591338,0.31650411042328885,0.005418038725822971
84,Hartford Financial Services Gro,HIG,2018-08-13 00:00:00.000000000,2018-08-19 23:59:59.999999999,5,1680360.0,77890896.52778625,-0.019354850624358697,0.0021003238243366127,0.00813104164937669,0.2375932990177113,-0.03772124090193694
85,Hartford Financial Services Gro,HIG,2018-08-20 00:00:00.000000000,2018-08-26 23:59:59.999999999,5,3653000.0,165841631.08589172,0.010501619121683063,-0.007618307049933047,0.023245946286211412,1.8494147463033537,0.013420194678892048
86,Hartford Financial Services Gro,HIG,2018-08-27 00:00:00.000000000,2018-09-02 23:59:59.999999999,5,2895620.0,132680876.5952301,-0.038091535249665236,-0.0012901338348326346,0.003853970345485629,0.1635357047464334,-0.015485466920235728
87,Hartford Financial Services Gro,HIG,2018-09-03 00:00:00.000000000,2018-09-09 23:59:59.999999999,4,3064575.0,138973366.8683052,-0.006450669174163173,-0.004212954086920931,0.007102606789404842,0.14387211486230114,0.005041387831283748
88,Hartford Financial Services Gro,HIG,2018-09-10 00:00:00.000000000,2018-09-16 23:59:59.999999999,5,2197280.0,98339945.93322754,-0.016851816347683724,0.0018630765807682438,0.006448439853589868,0.18280404743388495,0.021669476551248717
89,Hartford Financial Services Gro,HIG,2018-09-17 00:00:00.000000000,2018-09-23 23:59:59.999999999,5,2464460.0,113058210.71128845,0.00931538290384122,0.004868256146710956,0.009905586883495774,0.3480955904452794,-0.01885323593549377
90,Hartford Financial Services Gro,HIG,2018-09-24 00:00:00.000000000,2018-09-30 23:59:59.999999999,5,2327800.0,105656078.8710022,0.024341280733554783,-0.0024515799813914067,0.007476298704700911,0.6114635997276813,-0.007005453148122235
