Date,Open,High,Low,Close,Volume
2017-01-01,2251.570068359375,2282.10009765625,2245.1298828125,2276.97998046875,14669060000
2017-01-08,2273.590087890625,2279.27001953125,2254.25,2274.639892578125,17042270000
2017-01-15,2269.139892578125,2276.9599609375,2258.409912109375,2271.31005859375,13609860000
2017-01-22,2267.780029296875,2300.989990234375,2257.02001953125,2294.68994140625,17570460000
2017-01-29,2286.010009765625,2298.31005859375,2267.2099609375,2297.419921875,19019690000
2017-02-05,2294.280029296875,2319.22998046875,2285.3798828125,2316.10009765625,17355000000
2017-02-12,2321.719970703125,2351.31005859375,2321.419921875,2351.159912109375,17859010000
2017-02-19,2354.909912109375,2368.260009765625,2352.8701171875,2367.340087890625,14914870000
2017-02-26,2365.22998046875,2400.97998046875,2358.9599609375,2383.1201171875,19525470000
2017-03-05,2375.22998046875,2378.800048828125,2354.5400390625,2372.60009765625,17745030000
2017-03-12,2371.56005859375,2390.010009765625,2358.179931640625,2378.25,18798600000
2017-03-19,2378.239990234375,2381.929931640625,2335.739990234375,2343.97998046875,17156540000
2017-03-26,2329.110107421875,2370.419921875,2322.25,2362.719970703125,16235510000
2017-04-02,2362.340087890625,2378.360107421875,2344.72998046875,2355.5400390625,16665670000
2017-04-09,2357.159912109375,2366.3701171875,2328.949951171875,2328.949951171875,12261150000
2017-04-16,2332.6201171875,2361.3701171875,2332.510009765625,2348.68994140625,16793410000
2017-04-23,2370.330078125,2398.159912109375,2369.18994140625,2384.199951171875,19649630000
2017-04-30,2388.5,2399.2900390625,2379.75,2399.2900390625,18870720000
2017-05-07,2399.93994140625,2403.8701171875,2381.739990234375,2390.89990234375,17769530000
2017-05-14,2393.97998046875,2405.77001953125,2352.719970703125,2381.72998046875,19227790000
2017-05-21,2387.2099609375,2418.7099609375,2386.919921875,2415.820068359375,16127520000
2017-05-28,2411.669921875,2440.22998046875,2403.590087890625,2439.070068359375,15050020000
2017-06-04,2437.830078125,2446.199951171875,2415.699951171875,2431.77001953125,17635530000
2017-06-11,2425.8798828125,2443.75,2418.530029296875,2433.14990234375,19540080000
2017-06-18,2442.550048828125,2453.820068359375,2430.739990234375,2438.300048828125,19053080000
2017-06-25,2443.320068359375,2450.419921875,2405.699951171875,2423.409912109375,17524000000
