Date,Open,High,Low,Close,Volume
2017-01-01 00:00:00-05:00,48.61681262949185,49.45130481302482,47.8595898782457,49.28904342651367,28084700.0
2017-01-08 00:00:00-05:00,49.29676271472016,49.837636882798584,46.68511518144577,47.89822006225586,44372700.0
2017-01-11 00:00:00-05:00,,,,,
2017-01-15 00:00:00-05:00,48.1942042055118,48.49858817676268,47.671288763058854,47.725921630859375,26080300.0
2017-01-22 00:00:00-05:00,47.624455652834875,48.31127262314791,46.453746328951816,46.828372955322266,41856000.0
2017-01-29 00:00:00-05:00,46.75812976748822,47.85859640086081,46.25862760443509,47.351287841796875,33666800.0
2017-02-05 00:00:00-05:00,47.22641256951533,47.62445540483273,46.867395759938354,47.15616989135742,25000000.0
2017-02-12 00:00:00-05:00,47.28105421141844,48.45176367284952,46.94545059429342,48.209815979003906,42672200.0
2017-02-19 00:00:00-05:00,48.264449776360856,48.576640162981384,47.842993647603585,48.45956802368164,29519800.0
2017-02-26 00:00:00-05:00,48.404933699141495,49.63807943700132,48.13957277166258,49.435157775878906,34023400.0
2017-03-05 00:00:00-05:00,49.16979676834677,51.86242611432272,49.0761408462326,51.41755676269531,43269800.0
2017-03-12 00:00:00-05:00,51.40974574941276,52.127779300092364,50.96487648925964,51.26926040649414,32996600.0
2017-03-19 00:00:00-04:00,51.339510333534044,51.59706783930964,50.761962010657726,51.214637756347656,23257900.0
2017-03-26 00:00:00-04:00,51.01951994625512,51.729747249167936,50.84781494095817,50.855621337890625,21487000.0
2017-04-02 00:00:00-04:00,50.918043128706806,51.45657125900811,50.45756704099717,51.15218734741211,23801500.0
2017-04-09 00:00:00-04:00,51.120977362004375,51.33950883158948,49.41954612154554,50.051727294921875,22559400.0
2017-04-11 00:00:00-04:00,,,,,
2017-04-16 00:00:00-04:00,51.06991213364692,51.21179513471899,49.75355384745337,50.305320739746094,22865900.0
2017-04-23 00:00:00-04:00,50.76249672508502,53.20603179747325,50.65214395505152,51.976383209228516,34696800.0
2017-04-30 00:00:00-04:00,52.02368164593572,53.12721548966524,51.97638931430216,52.80403518676758,22787200.0
2017-05-07 00:00:00-04:00,52.76462535960842,52.77250340546469,50.96744464520274,52.07097244262695,27980100.0
2017-05-14 00:00:00-04:00,52.078861720926916,52.74886252615197,50.92803546416688,51.692626953125,40345600.0
2017-05-21 00:00:00-04:00,51.668975608040476,52.4729752909889,51.07779742494516,52.07097244262695,21534100.0
2017-05-28 00:00:00-04:00,51.93696868094204,53.05626449382217,51.71626314192623,53.00897216796875,21940400.0
2017-06-04 00:00:00-04:00,53.00897064385871,55.04262478993276,52.717320610673376,54.91650390625,31061200.0
2017-06-11 00:00:00-04:00,55.01109909777861,56.05945647804192,54.58545010097001,56.00428009033203,32017400.0
2017-06-18 00:00:00-04:00,56.051573481825685,58.069459714946085,55.91757453967089,57.25757598876953,36099300.0
2017-06-25 00:00:00-04:00,57.375814968786734,57.96699316201864,56.68216805368717,57.15510940551758,21880100.0
2017-07-02 00:00:00-04:00,57.35218011700036,57.53347143097343,56.288060362021476,56.776763916015625,16028400.0
2017-07-09 00:00:00-04:00,56.59546616646066,57.72264625628968,56.201347338041785,57.628055572509766,21079100.0
2017-07-12 00:00:00-04:00,,,,,
2017-07-16 00:00:00-04:00,58.138099327810906,59.68102760399414,57.06441469006593,59.354942321777344,22926000.0
2017-07-23 00:00:00-04:00,59.354939515809136,59.45038043805547,55.17949473587882,56.02254104614258,32130700.0
2017-07-30 00:00:00-04:00,56.086169638406254,56.76219897454981,55.53740094983153,56.4599723815918,28507200.0
2017-08-06 00:00:00-04:00,56.4201877098543,57.41434096909007,55.98275784865857,56.17363357543945,21674000.0
2017-08-13 00:00:00-04:00,56.650852507089006,56.69856993910495,55.25108251224387,55.64078903198242,20226900.0
2017-08-20 00:00:00-04:00,55.60897727962604,57.88360132318607,55.60102841924109,57.6450080871582,19286200.0
2017-08-27 00:00:00-04:00,57.79611911334519,60.44454607529247,57.70863310070433,59.98325729370117,21163600.0
2017-09-03 00:00:00-04:00,59.95939538969378,68.46934833945149,59.43448540956965,67.87285614013672,44250700.0
2017-09-10 00:00:00-04:00,67.17297311230264,71.33251465481658,67.10934582240655,69.48736572265625,63728500.0
2017-09-17 00:00:00-04:00,69.56690469004343,69.83731160101765,67.66608318062768,69.57485961914062,38149800.0
2017-09-24 00:00:00-04:00,69.1294654219654,72.33461575713305,66.16291438534658,70.67239379882812,42309300.0
2017-10-01 00:00:00-04:00,71.3722806687076,72.63684732926967,70.7121672240403,71.9687728881836,21982900.0
2017-10-08 00:00:00-04:00,72.03239214428342,73.65485152837415,71.34045906247309,72.11192321777344,25812300.0
2017-10-12 00:00:00-04:00,,,,,
2017-10-15 00:00:00-04:00,72.88727624337801,78.69359137754857,72.5268806034362,76.96370697021484,37086800.0
2017-10-22 00:00:00-04:00,76.82757700829006,76.88363774974275,68.26626164111356,73.62409210205078,41083600.0
2017-10-29 00:00:00-04:00,73.43988908314954,74.7533174068189,71.20546373641835,73.92842102050781,29243300.0
2017-11-05 00:00:00-04:00,73.8563434492572,77.17996016963352,73.21564404165608,76.42713928222656,30807300.0
2017-11-12 00:00:00-05:00,76.37907051782511,76.4191104022781,74.25676111666802,74.96953582763672,21186700.0
2017-11-19 00:00:00-05:00,75.21782867321296,76.40312084855312,74.39293223768058,75.85852813720703,13192000.0
2017-11-26 00:00:00-05:00,75.83449008046195,78.90182189802897,75.52215082517488,77.13990783691406,24944200.0
2017-12-03 00:00:00-05:00,77.17995267021577,77.46025634249384,74.40092888328373,76.84358215332031,25423100.0
2017-12-10 00:00:00-05:00,77.1959623447216,79.18212529698725,75.89054469357919,78.04488372802734,30075500.0
2017-12-17 00:00:00-05:00,78.22109324642389,79.36633937430939,77.86070362925432,78.653564453125,16083000.0
2017-12-24 00:00:00-05:00,78.60550402248802,78.8297469652302,77.4522476196289,77.4522476196289,9375900.0
2017-12-31 00:00:00-05:00,77.79662242925123,81.04815731821746,77.48428317194471,80.97608184814453,17441900.0
2018-01-07 00:00:00-05:00,81.11221862728804,81.11221862728804,78.62951960469911,80.3593978881836,22859500.0
2018-01-11 00:00:00-05:00,,,,,
2018-01-14 00:00:00-05:00,80.87132104696548,84.58982126083815,80.66159916601617,84.404296875,25276000.0
2018-01-21 00:00:00-05:00,84.45268557641563,101.52068164288475,83.96871724825678,99.38314819335938,40011900.0
2018-01-28 00:00:00-05:00,98.0038453023478,100.14137896155127,89.76829657138671,92.89796447753906,54906800.0
2018-02-04 00:00:00-05:00,91.1475964940157,94.25306647119946,81.46820571589014,89.77635192871094,50088100.0
2018-02-11 00:00:00-05:00,90.80078575967785,96.1486489721403,88.95363391563441,95.66468048095703,32446700.0
2018-02-18 00:00:00-05:00,94.95483864654247,98.04417947318699,94.03529687811964,95.78565216064453,23745300.0
2018-02-25 00:00:00-05:00,96.20508833862795,98.4071527430107,90.18773367167368,92.79310607910156,28476400.0
2018-03-04 00:00:00-05:00,91.95422260985667,96.51967205475324,90.51037925320536,96.22122192382812,24927400.0
2018-03-11 00:00:00-05:00,96.30995349458017,97.96351263418468,91.62351025917417,91.72030639648438,28543900.0
2018-03-18 00:00:00-04:00,91.74449128419714,92.74469943697208,77.04794851484544,78.61278533935547,59265500.0
2018-03-25 00:00:00-04:00,80.25021718448055,80.58900055224849,73.49884578625134,76.34619903564453,43135500.0
2018-04-01 00:00:00-04:00,75.82190453756078,76.33813828890143,71.1596650091452,72.41798400878906,40913600.0
2018-04-08 00:00:00-04:00,73.71663545405042,76.20908208419812,72.9342169525283,74.07154846191406,32724000.0
2018-04-12 00:00:00-04:00,,,,,
2018-04-15 00:00:00-04:00,75.70266622153852,77.09626607923639,74.48836100361513,75.46632385253906,23414600.0
2018-04-22 00:00:00-04:00,75.73526961547437,80.96738293366236,73.70599318229613,80.46210479736328,35294400.0
2018-04-29 00:00:00-04:00,80.72289455930274,84.24356966396975,78.6610123354684,81.63565826416016,39909400.0
2018-05-06 00:00:00-04:00,82.10835763259112,85.31934651132329,80.43766399763693,84.9037094116211,31166600.0
2018-05-13 00:00:00-04:00,85.08298773027599,87.02261679302515,84.4228568829217,86.37064361572266,37186900.0
2018-05-20 00:00:00-04:00,87.20188443324271,87.40562715388114,81.13035384531163,82.37725830078125,66536900.0
2018-05-27 00:00:00-04:00,81.71714369954567,84.07241573279912,79.7856663080799,79.90791320800781,90516300.0
2018-06-03 00:00:00-04:00,80.25835824917905,81.904597167894,79.55748259191549,81.84754943847656,35160400.0
2018-06-10 00:00:00-04:00,81.9535024922966,82.37729100138343,79.46784404443815,81.14668273925781,47101600.0
2018-06-17 00:00:00-04:00,80.80438195156705,81.13037161955403,76.14274648723993,76.19164276123047,34476400.0
2018-06-24 00:00:00-04:00,76.17534079439498,76.9821603479788,74.00751493765753,75.50706481933594,30010000.0
2018-07-01 00:00:00-04:00,75.02624661523603,79.10925406455134,74.8551034095175,78.98700714111328,16918300.0
2018-07-08 00:00:00-04:00,79.85087210071659,80.64138885458866,76.6887802142838,78.75065612792969,25687400.0
2018-07-12 00:00:00-04:00,,,,,
2018-07-15 00:00:00-04:00,79.66195545344628,79.99950283845187,71.42901274006266,73.1990966796875,45952000.0
2018-07-22 00:00:00-04:00,73.4131396118744,77.85069468449505,72.97679470688823,74.5575180053711,41494300.0
2018-07-29 00:00:00-04:00,74.6480902697024,79.73604913111059,73.58603990315385,79.47259521484375,31387500.0
2018-08-05 00:00:00-04:00,79.25029658625563,80.97097834364445,76.45932992206785,78.87158203125,29183100.0
2018-08-12 00:00:00-04:00,79.0362535618255,81.62963188807032,78.71516928422955,81.3497085571289,31002500.0
2018-08-19 00:00:00-04:00,81.77781612308218,82.51878217500072,79.48905920367321,80.18885803222656,17797800.0
2018-08-26 00:00:00-04:00,80.77338967131858,81.2591302055008,78.8057171525813,79.019775390625,17746000.0
2018-09-02 00:00:00-04:00,79.01154945858104,79.01154945858104,75.4137513575718,77.52961730957031,19112900.0
2018-09-09 00:00:00-04:00,78.19647042904104,79.36554645454866,75.7759839493051,78.77277374267578,17396700.0
2018-09-16 00:00:00-04:00,78.5422660253398,79.16797136086275,74.42579512549217,75.95712280273438,38623800.0
2018-09-23 00:00:00-04:00,75.990054897023,78.34467674101433,75.70189691066268,77.8671646118164,23426900.0
